order_id,product_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,review_id,review_score,review_creation_date,review_answer_timestamp,customer_id,order_status,order_purchase_timestamp,customer_unique_id,review_response_time,order_purchase_year,order_purchase_month,order_purchase_dayofweek,order_purchase_hour,order_purchase_day,order_purchase_mon
e37a0ddb7818d37e517904371d679c74,ab9cf155f8280c3739b09fe341a185e8,5/9/2017 11:25,13.98,10.96,1,Boleto,1,24.94,Telephony,2261f3cf3544482f2a7d03de2df879f0,4,5/19/2017 0:00,5/22/2017 10:34,de01eec4ab351f4bbe94b38e8d1e9c45,delivered,5/2/2017 7:55,0c17966568c69f8f827f574911f8b729,3,2017,5,1,7,Tue,May
c0abe2d7400d2241004b893449bd4430,461f43be3bdf8844e65b62d9ac2c7a5a,11/17/2017 15:50,146,12.52,1,Credit Card,7,158.52,Watches Gifts,c623910a8931cc4a85b27a0205fb16eb,5,11/22/2017 0:00,11/23/2017 1:16,07c5a6a9d224de547f569a5a1d01be7c,delivered,11/12/2017 15:32,0c17966568c69f8f827f574911f8b729,1,2017,11,6,15,Sun,Nov
b7c08284b115aea29927fb5c60c35ee3,47cd48073d67f91f09cb5ef9496c920b,2/5/2018 18:13,77.99,12.05,1,Credit Card,3,90.04,Bed Bath Table,f6fca12a2dae92684fefd38a8fe4d2a6,5,2/9/2018,2/12/2018 1:50,1384d3df457e46094af875fc6b89e44a,delivered,1/27/2018 18:04,0c17966568c69f8f827f574911f8b729,3,2018,1,5,18,Sat,Jan
83af889aa8c573153bd3ac6aaf47f1b6,389d119b48cf3043d311335e499d9c6b,5/14/2018 9:15,53.9,16.07,1,Credit Card,1,69.97,Garden Tools,de87ce8f9db8b606d36aac788b324276,5,5/17/2018,5/20/2018 16:43,5e2e76a6bc10ea3f640ff4935ea21671,delivered,5/8/2018 9:07,0c17c83ec4ad6041ecfe2c912d39b0f7,3,2018,5,1,9,Tue,May
550a019d25590b5b3b6d31c0fd3edbbb,7d78cbee891d98c76028e3008a230712,4/12/2017 23:22,30.9,10.96,1,Credit Card,1,41.86,Toys,cf5d3abbc10e5f4de160732fe03432ce,5,4/12/2017 0:00,4/13/2017 0:59,1f7945736d0f303827055ca99168ad20,delivered,4/3/2017 23:09,0c17c83ec4ad6041ecfe2c912d39b0f7,1,2017,4,0,23,Mon,Apr
f2a981144e3633e7a6283e0dc92e62a7,53759a2ecddad2bb87a079a1f1519f73,11/22/2017 14:50,59.9,17.67,1,Credit Card,1,77.57,Garden Tools,43942d7669d7eaf07177d1bd35263b54,4,12/8/2017 0:00,12/15/2017 20:50,593b02bb67c69b21a32bf4f28fe3fe6d,delivered,11/16/2017 14:39,0c17f9ac28cbd7323f0f4043e9db5907,7,2017,11,3,14,Thu,Nov
36536e349dc6c5be3197657bf27675da,ecf9484703bdfb9cfcc1ac9c2084b567,5/10/2018 3:10,265,58.31,1,Boleto,1,323.31,Housewares,47764bd14ac41ef1272ccdc2f9903235,5,5/18/2018 0:00,5/21/2018 18:04,fb0e54088b8fd76fb8c333c5c634e008,delivered,5/3/2018 0:08,0c17f9ac28cbd7323f0f4043e9db5907,3,2018,5,3,0,Thu,May
4d6d5d4ddbda3bae532db626873c671b,c784aabc6d8366b8fd85eaf9631cf96f,8/9/2018 23:25,45,15.42,1,Credit Card,1,60.42,Housewares,0c1d3b71c868f6fb63ddf7099a98c0a7,4,8/15/2018 0:00,8/20/2018 22:10,4fd357de57be7921008c8d42b488dad4,delivered,8/7/2018 23:08,0c17f9ac28cbd7323f0f4043e9db5907,5,2018,8,1,23,Tue,Aug
a9f360ab2855d6db342c8344cbfa5989,55782cb82e0efe052da0a3da237da3b2,7/10/2018 20:10,166.9,27.47,1,Credit Card,1,194.37,Auto,9b37469d1f4d02be42cb40ea066bc7f4,5,7/14/2018 0:00,7/14/2018 21:57,aafe79f49e24b36218443b413e6affb5,delivered,7/6/2018 19:50,0c184b7e23f30243d8957a97ce6af3f8,0,2018,7,4,19,Fri,Jul
36496983bcef05ef8cf855bbcf5d23ab,4f2c53c9a1a7a00a247b351c1fdbed13,3/15/2018 3:48,21.99,18.23,1,Boleto,1,40.22,Bed Bath Table,7977d1716989388f60f78444486e2ff1,1,3/27/2018 0:00,3/28/2018 0:11,cbb8cc5d78799d889be9031df33c30dd,delivered,3/9/2018 11:28,0c184b7e23f30243d8957a97ce6af3f8,1,2018,3,4,11,Fri,Mar
26b5660725133bc74bfe584874b637cc,25c3eb54945e82e7c1dc8191a1ebb5f1,4/5/2018 19:08,799,93.16,1,Credit Card,10,892.16,Luggage Accessories,a0c6e2d99e919658ad9113bcea6bcc79,5,4/5/2018 0:00,4/10/2018 13:26,ac221e82c9c26898be3e04caf10ba338,delivered,4/1/2018 18:46,0c1a20644f0dc126c3eaff8dbc1bd12c,5,2018,4,6,18,Sun,Apr
b32d933cbb60baceeffff29dad694641,74abe2be0a975b4af328f6e69f8a5ea1,8/23/2018 3:35,179.9,8.52,1,Boleto,1,188.42,Consoles Games,05306996d86efe48604bda75076e6a43,5,8/22/2018 0:00,8/24/2018 16:57,8588989971302386a38473265806affb,delivered,8/16/2018 9:18,0c1a20644f0dc126c3eaff8dbc1bd12c,2,2018,8,3,9,Thu,Aug
36ff0e6c1dc200e440f805f289b4be74,9b77a0a174a0b29b5720de6cfcc17ba9,10/6/2017 14:55,31.9,21.15,1,Credit Card,5,53.05,Computers Accessories,3ed98f5060bea894f82b1bad4751b3e5,2,10/12/2017 0:00,10/13/2017 15:12,cba5db913b6e4038845aee284a7407c6,delivered,9/24/2017 14:44,0c1cc81b5b8da875cfdefd97955dde75,1,2017,9,6,14,Sun,Sep
e3acdd7e09cf9634ef55e156730bb843,173e9fe34bfe97f3a5e6dc57fe897b74,5/28/2018 10:31,57.89,11.15,1,Credit Card,3,69.04,Books Technical,a28aeebb1f244b33152c51ec14701067,5,5/26/2018 0:00,5/27/2018 17:53,dc638d0bcd9bd2fefbbcf1ddf40bd8ce,delivered,5/23/2018 10:07,0c232f598ebea5bc5927c5dd0dc7a5d8,1,2018,5,2,10,Wed,May
b93dfded1655914b88fb6ae621fb62f1,b532349fe46b38fbc7bb3914c1bdae07,11/13/2017 15:17,38.4,12.69,1,Credit Card,2,102.18,Furniture Decor,9df5cc585bc725ce1ca20644039f13f2,5,11/14/2017 0:00,11/16/2017 1:28,42be86d23d5fc12768d90a1eaa83872f,delivered,11/6/2017 15:02,0c232f598ebea5bc5927c5dd0dc7a5d8,2,2017,11,0,15,Mon,Nov
afcbb3c01317e203538feaa1bac05741,3e4684507e866b7418a457863bfcd3fe,7/20/2017 6:45,153.78,14.83,1,Boleto,1,168.61,Toys,66fb9c9a7d73f46b75265a6a3af4d0b7,4,7/25/2017 0:00,7/26/2017 18:47,ffe74a03e68b1c23d2bd6a1ecdc2f3d7,delivered,7/12/2017 12:46,0c23bb2288df01f6eee54fc8a5a99afb,1,2017,7,2,12,Wed,Jul
e90da786f0f0041ca35e71de95ef4eb6,0693bcecfea57f2ad547d1ff56c7d9ea,6/13/2017 20:42,15.9,12.69,1,Voucher,1,28.59,Bed Bath Table,36877488cd3964f5d51c434cac4da1d4,5,6/22/2017 0:00,6/25/2017 16:38,c53c0706d9dfc081b79e3f57c6ce7165,delivered,6/6/2017 20:26,0c2af34ba2bedcc4360ecec5c55affe8,3,2017,6,1,20,Tue,Jun
bfe28aa1dfc04a7e2d243e25622e2c58,7a10781637204d8d10485c71a6108a2e,5/4/2018 20:15,199,0,1,Credit Card,1,199,Watches Gifts,be32ee1d2c9493531435cdd8bef73753,5,5/11/2018 0:00,5/14/2018 12:49,b6ee80458bce711275a5831a1af07048,delivered,4/29/2018 20:05,0c2af34ba2bedcc4360ecec5c55affe8,3,2018,4,6,20,Sun,Apr
be05bd6519a58cf3d3e4ca73c99f5395,c50ca07e9e4db9ea5011f06802c0aea0,6/13/2018 17:15,14.49,7.87,1,Credit Card,2,22.36,Health Beauty,6628069f3b41380a835f5e02dd271e97,5,6/9/2018 0:00,6/10/2018 12:58,041d5700e430ed7d2f3ca2d7e781f077,delivered,6/5/2018 16:55,0c2af34ba2bedcc4360ecec5c55affe8,1,2018,6,1,16,Tue,Jun
2c60a2b23a96f36c97dbe108da3ab34f,8e96fac79d538140a7b4adfa383f1ce3,5/24/2018 0:31,58.19,12.85,1,Credit Card,2,71.04,Housewares,d658933424632c54f905ff076f317a16,5,5/26/2018,5/26/2018 20:14,bdbb094f82427ae78f54dead5ec46c02,delivered,5/19/2018 21:05,0c2af34ba2bedcc4360ecec5c55affe8,0,2018,5,5,21,Sat,May
c05002c71f007c6a4056ca538113e991,0d5340e7cf010ca42cdf4305101ed005,6/1/2017 21:55,79.9,28.96,2,Voucher,1,103.78,Furniture Decor,643d8cff5e7fe318fe27ab0dca3116c8,4,6/13/2017 0:00,6/16/2017 2:29,f0192b8500e66726ff809a70709bcfbd,delivered,5/28/2017 21:45,0c2c8771d48ecdd6821d27484392cb93,3,2017,5,6,21,Sun,May
c05002c71f007c6a4056ca538113e991,0d5340e7cf010ca42cdf4305101ed005,6/1/2017 21:55,79.9,28.96,1,Credit Card,1,5.08,Furniture Decor,643d8cff5e7fe318fe27ab0dca3116c8,4,6/13/2017 0:00,6/16/2017 2:29,f0192b8500e66726ff809a70709bcfbd,delivered,5/28/2017 21:45,0c2c8771d48ecdd6821d27484392cb93,3,2017,5,6,21,Sun,May
b50cb79254a7760812a9607d3ea0d6da,fb7a100ec8c7b34f60cec22b1a9a10e0,12/5/2017 2:16,49.99,12.48,1,Boleto,1,62.47,Toys,c4f89fd97322ccbeb2606d6fb904ff8c,4,12/2/2017 0:00,12/4/2017 16:09,2cc91977d680db4ea4fb9cbb65c010d1,delivered,11/28/2017 15:41,0c2c8771d48ecdd6821d27484392cb93,2,2017,11,1,15,Tue,Nov
d1594d3b636b86cf4ce22e2ca650a55c,a2a1d57880bb40e60b59530ba0177ccf,5/16/2018 20:15,58.67,16.38,1,Credit Card,1,75.05,Bed Bath Table,ad75f3578f7e8da7f2cb2eb8889f7c6b,1,6/8/2018 0:00,6/8/2018 22:31,54143fda447e90fc0f055d54bd925ff8,delivered,4/29/2018 19:45,0c2e9bf17eeed87768d58f58a2aaba3b,0,2018,4,6,19,Sun,Apr
e5b92893da73abb227f25730ffa69680,597db778f5d2ebf10a3fa0f43a2ae143,1/30/2018 23:33,59.9,16.18,1,Credit Card,4,76.08,Luggage Accessories,4c6226f62c6f9fc2360ae12ca62d7539,4,2/23/2018 0:00,2/24/2018 3:20,785c6a8133a7ad4ddcc5b9cfdd03a2a3,delivered,1/24/2018 23:23,0c2e9bf17eeed87768d58f58a2aaba3b,1,2018,1,2,23,Wed,Jan
bafb40f7e8faf993b7d5da5114f4bd56,007c63ae4b346920756b5adcad8095de,6/7/2017 19:02,79.99,12.26,1,Credit Card,2,92.25,Housewares,7112a3f8ffb5038f5e819b55d57aedd2,5,6/9/2017 0:00,6/11/2017 4:00,03d1b22e6c0b53ff1ddc79c33ec96a27,delivered,6/1/2017 18:50,0c2f93620ae7890e3587e78e6e4f9721,2,2017,6,3,18,Thu,Jun
852f05d982b898131361f787c7d787fe,1f7164d40ac0579d08c5b77af30f8dd0,8/7/2018 16:44,189.9,18.54,1,Credit Card,4,208.44,Bed Bath Table,f82f3e3c8a7112d5efa4131df095137a,4,8/9/2018 0:00,8/13/2018 11:24,9cfe0d7ad6c59207e16ac0bdb718be24,delivered,8/3/2018 17:45,0c2f93620ae7890e3587e78e6e4f9721,4,2018,8,4,17,Fri,Aug
a9db675620ea42f15fc07297244112c5,3d7e90a312a036ed4ae2ecd2a459a629,4/10/2018 3:10,47,18.23,1,Boleto,1,65.23,Food,db53d617dbc0a8ec3e96239dd22cef78,4,4/12/2018 0:00,4/13/2018 12:24,dddb49bfda245a56fa89d16181a90d32,delivered,4/3/2018 15:16,0c2f93620ae7890e3587e78e6e4f9721,1,2018,4,1,15,Tue,Apr
99a12301d30f34d260111f258570bbfc,29fd9022374ff3fef2e8f82c39b4133e,5/24/2018 2:58,69.9,13.85,1,Boleto,1,83.75,Bed Bath Table,6d6af5fc6dc6f0365960d3b32adb962e,5,5/25/2018,5/29/2018 1:58,13d21f0e70fdbeea58a5dfb183f2f086,delivered,5/17/2018 9:57,0c3518615bc2e4b364bdd6c521fec91a,4,2018,5,3,9,Thu,May
586beaa2e8ffefdedcba61bfabb0c9d4,a92930c327948861c015c919a0bcb4a8,6/28/2018 5:31,78,7.81,1,Boleto,1,85.81,Watches Gifts,fd97267ddbcfbaafa18072dec30a5842,5,6/28/2018 0:00,7/2/2018 0:05,2cfd03d5f98b80ec794362fc02d39fe0,delivered,6/25/2018 14:03,0c3518615bc2e4b364bdd6c521fec91a,4,2018,6,0,14,Mon,Jun
0edf80f575c9d85881267c428cbbd208,96e9828efdbe86198b90841d0b39ca0c,6/14/2018 1:16,54.9,13.04,1,Credit Card,6,67.94,Furniture Decor,344af61a33cb773259cf038ef31ac44a,5,6/16/2018 0:00,6/18/2018 4:02,5af819b263187f95d7ee76f77d708385,delivered,6/12/2018 1:05,0c3518615bc2e4b364bdd6c521fec91a,2,2018,6,1,1,Tue,Jun
8bad870bb86e0b67f6db07bb5e3c55c5,531c8869a979aaeac767ff8c37bc281c,6/28/2018 19:30,40,15.38,1,Credit Card,1,55.38,Books General Interest,e772d82bee82dfd7fb64f9183e26a803,5,7/3/2018 0:00,7/3/2018 21:33,7a83a95f0d08cc419552f5ec647db491,delivered,6/24/2018 19:13,0c3518615bc2e4b364bdd6c521fec91a,0,2018,6,6,19,Sun,Jun
46194c8e92b01770503efdd7aeb49c1a,3e4176d545618ed02f382a3057de32b4,12/18/2017 15:31,129.99,17.16,1,Credit Card,4,147.15,Luggage Accessories,f796fc5f4f1b048bcf604863fdd553d0,5,12/19/2017 0:00,12/22/2017 13:29,a0369b6ba3e37ee49c6850753858fa08,delivered,12/8/2017 15:13,0c3518615bc2e4b364bdd6c521fec91a,3,2017,12,4,15,Fri,Dec
e88c89f6e503fc7445b55278cc926d47,c24d27905e6d1242d7366746a126e130,4/23/2018 5:55,24.99,7.39,1,Boleto,1,32.38,Telephony,c900f151f12b49cee40424eb8704a8aa,3,5/6/2018 0:00,5/6/2018 21:33,dee7ddcec90991cf0c9425681a6cd397,shipped,4/16/2018 22:51,0c3582be1ca99cd194b6fa03cfa5f2fa,0,2018,4,0,22,Mon,Apr
cf418da45661447c99c40a5786bca1a8,965ab297b516455ba5bae37d17bc51f8,8/2/2017 23:35,129.78,9.72,1,Credit Card,5,139.5,Health Beauty,4bb4b81afba1a9e44d022347fca7e7a4,4,8/3/2017 0:00,8/5/2017 23:50,e652bcf352f049cd217fe85d968fba91,delivered,7/27/2017 23:27,0c3582be1ca99cd194b6fa03cfa5f2fa,2,2017,7,3,23,Thu,Jul
739554bca7c0f1d20cf28779b6e37aa4,ab6edd00a29d1e29948284a492497854,8/2/2018 18:24,90,8.37,1,Credit Card,1,98.37,Home Appliances,b05d8be651527f0a002624c070771e61,1,8/5/2018 0:00,8/7/2018 8:49,77455d55caf7492ef02147a2bd543b2a,delivered,7/30/2018 17:47,0c35dda0683add11df3fe84a8a4135a1,2,2018,7,0,17,Mon,Jul
6bbce7cdd358fd4f4864fc3270e02274,90ef6790cfc145cf45f9c476d1f47af0,1/10/2018 17:28,89,13.64,1,Credit Card,1,205.28,Stationery,29cdffa57decc87568f15f9214a077d2,4,1/20/2018 0:00,1/22/2018 12:59,89286f5f8c322c87f4ce449f73759b26,delivered,1/4/2018 17:15,0c35f915ac95c942a535a99bc22524a8,2,2018,1,3,17,Thu,Jan
798f872475163b012f68c583819f0a39,d2f5484cbffe4ca766301b21ab9246dd,11/30/2017 9:11,12.88,11.85,1,Credit Card,1,24.73,Computers Accessories,bf36ea4dc662003a9d33c38b8fb5516d,5,12/2/2017 0:00,12/4/2017 10:16,c593a1dca86a74c12b9929d08e6c4330,delivered,11/24/2017 8:57,0c35f915ac95c942a535a99bc22524a8,2,2017,11,4,8,Fri,Nov
a28535f14ee96c734e574170b72034aa,56c495ddc51801f9e2d32eae8ef252e8,4/26/2018 20:30,75.6,12.97,1,Credit Card,1,88.57,Pet Shop,1054a56d75845b9b744622500b77a43b,3,5/5/2018 0:00,5/7/2018 22:13,4fca950f390bf0d7b6ae6978401ee992,delivered,4/21/2018 20:15,0c36894e9ca2d9547bba676fdc0ecde0,2,2018,4,5,20,Sat,Apr
f88c3f1ac28fc3ba05c46d0e7f2ed8b9,b5e13c9a353102f79c6206ff5cb61a50,10/2/2017 23:28,79.9,11.76,1,Credit Card,6,91.66,Toys,72bb70ee2f2a4a0a9706ca81b7d803b7,5,10/11/2017 0:00,10/12/2017 23:42,8972d1a383b106ab12f2a93f527e4d9f,delivered,9/26/2017 23:16,0c36894e9ca2d9547bba676fdc0ecde0,1,2017,9,1,23,Tue,Sep
39cdf001e42cd975d9ea5e05990f2b61,541fe3a51f05d6f3ee6e730fafa0b8d5,8/14/2018 23:25,19.99,7.4,1,Credit Card,2,27.39,Sports Leisure,532bd7f1a84d53519ee94e47a8fdd5ba,5,8/17/2018 0:00,8/22/2018 3:06,3aa4ba9d60460d2f4ac8391346e8aab6,delivered,8/12/2018 23:12,0c36894e9ca2d9547bba676fdc0ecde0,5,2018,8,6,23,Sun,Aug
fad470f7841d90564d1d57919dc69bda,31b67ce37b96cd227508185134875e22,8/16/2018 12:25,140,14.56,1,Credit Card,1,154.56,Sports Leisure,262d0dee8c9d9c7f14b47cf5b8392ce0,5,8/18/2018 0:00,8/19/2018 4:14,02b81e78d15d013c5de9a2e89ceddb0b,delivered,8/14/2018 12:13,0c36894e9ca2d9547bba676fdc0ecde0,1,2018,8,1,12,Tue,Aug
4462bafbef3a623e13088c31afb8d976,90916a1ae9ea5e3c8c15c37b51834f37,12/4/2017 10:16,114.15,34.6,1,Credit Card,3,148.75,Furniture Decor,a565af54766e8342df86e7d16d44c3e3,4,12/9/2017 0:00,12/12/2017 2:58,60d92131b9965763a97d72949c745982,delivered,11/26/2017 10:18,0c390b03d9ff475efe45768f11558887,3,2017,11,6,10,Sun,Nov
4030d047c111d2d8a990c6ccfd9e4081,1aa2ed670a95e9f475723707a7c3f386,6/21/2017 3:10,40,17.6,1,Boleto,1,115.2,Bed Bath Table,1187c45277498fb8f5af117266d11d73,3,6/27/2017 0:00,6/27/2017 23:43,571801f07099892d51d446575f25c857,delivered,6/14/2017 17:34,0c3d4091777941c3c51a4408a3ec0037,0,2017,6,2,17,Wed,Jun
4030d047c111d2d8a990c6ccfd9e4081,d0efdc4a1cc12f88f6a290fda8861fa7,6/21/2017 3:10,40,17.6,1,Boleto,1,115.2,Bed Bath Table,1187c45277498fb8f5af117266d11d73,3,6/27/2017 0:00,6/27/2017 23:43,571801f07099892d51d446575f25c857,delivered,6/14/2017 17:34,0c3d4091777941c3c51a4408a3ec0037,0,2017,6,2,17,Wed,Jun
4b1db8a28fba39bb791eaf6f2d287d5a,6f58bad9504178efd4b89d4cd920672a,4/6/2018 13:28,179,19.13,1,Credit Card,8,198.13,Watches Gifts,da98b9c4f32e5aead494d5473acb7126,4,4/21/2018 0:00,4/22/2018 23:01,ed4134290a6458712e109a4c68171571,delivered,3/28/2018 13:23,0c3d4091777941c3c51a4408a3ec0037,1,2018,3,2,13,Wed,Mar
d3725a5d528c84d571a62bd91f388bda,5d4259625c11acce3dcc39c169037a9a,7/4/2018 9:31,114,15.1,1,Credit Card,8,258.2,Construction Tools Construction,ba0a9aed3e6d03552e5f3aa987c44d6a,3,7/12/2018 0:00,7/12/2018 22:08,306f9176f904116ccaf9d08ae8c35627,delivered,6/28/2018 9:09,0c3d4091777941c3c51a4408a3ec0037,0,2018,6,3,9,Thu,Jun
b606a684f47f6156083911fb09287f91,875e0d1c97176d76e9b04c98d06383d2,4/18/2018 21:52,145.9,15.11,1,Credit Card,3,161.01,Baby,61fd2080cb09ebae21676bbdda8fed58,5,4/24/2018 0:00,4/25/2018 0:56,d3fe25b67cddc1a46644b30c693cde08,delivered,4/14/2018 21:37,0c3dbe243398d9af58ac1a6d27cbe004,1,2018,4,5,21,Sat,Apr
50cbc0ce14ba62ab76c2c353dbf6bb7d,f5f0e64686adaf487590fbb8a75a1d2c,10/17/2017 13:49,193,16.98,1,Credit Card,1,14.64,Sports Leisure,d991e76a4362bfe35e36e08c637ddabd,5,10/17/2017 0:00,10/19/2017 0:13,6e4fce89806ba59751307949337ed655,delivered,10/9/2017 12:17,0c3dbe243398d9af58ac1a6d27cbe004,2,2017,10,0,12,Mon,Oct
50cbc0ce14ba62ab76c2c353dbf6bb7d,f5f0e64686adaf487590fbb8a75a1d2c,10/17/2017 13:49,193,16.98,2,Voucher,1,195.34,Sports Leisure,d991e76a4362bfe35e36e08c637ddabd,5,10/17/2017 0:00,10/19/2017 0:13,6e4fce89806ba59751307949337ed655,delivered,10/9/2017 12:17,0c3dbe243398d9af58ac1a6d27cbe004,2,2017,10,0,12,Mon,Oct
47ee6fec7ba2a39c23a7c84127e1fac9,826f5b971a308b08c7596b03ae80246f,3/8/2018 11:29,49.9,14.1,1,Debit Card,1,64,Sports Leisure,a4ffcac461e90c7fc83334fede598bb9,3,3/21/2018 0:00,3/21/2018 20:37,e51c1096bac2b1c14e3f8a0e24ad0520,delivered,3/4/2018 10:40,0c3dbe243398d9af58ac1a6d27cbe004,0,2018,3,6,10,Sun,Mar
5260625f881ed6e315cd3eb3f4bc2d42,ab481d9ef0fb9cab12778cdf56564ff7,4/25/2017 12:34,74.9,13.1,1,Credit Card,10,176,Fashion Shoes,0aa5165ae32b99f58cffdba2f9b5cfec,5,4/20/2017 0:00,4/20/2017 19:40,7296759d3f62aaa038c223494740137c,delivered,4/7/2017 12:03,0c3dbe243398d9af58ac1a6d27cbe004,0,2017,4,4,12,Fri,Apr
5260625f881ed6e315cd3eb3f4bc2d42,9f31b36609877849f75e9586f6b6a62c,4/25/2017 12:34,74.9,13.1,1,Credit Card,10,176,Fashion Shoes,0aa5165ae32b99f58cffdba2f9b5cfec,5,4/20/2017 0:00,4/20/2017 19:40,7296759d3f62aaa038c223494740137c,delivered,4/7/2017 12:03,0c3dbe243398d9af58ac1a6d27cbe004,0,2017,4,4,12,Fri,Apr
